name,issue,founded,subject,StateAbb,region,ccode,country,city,acronym,type1,type2,type3,dissolved,staff_total,staff_central,staff_regional,links,member_countries,member_regions
Federation of European Neuroscience Societies,Science,1998,Nervous System,BEL,europe,211,Belgium,Brussels,FENS,D,y,International Federations,NA,6,6,0,NA,33,2
learn4dev,Development; Finance; Education,2003,Finance; Development,BEL,europe,211,Belgium,Brussels,NA,F,y,International Federations,NA,NA,NA,NA,NA,0,0
International Federation for the Graphical Industries - WCL,Employment; Industry,1925,"Workers; Industry; Drafting, Graphics",BEL,europe,211,Belgium,Antwerp,IFGI,H,d,Trade and Labour Unions,1985,NA,NA,NA,NA,11,3
European Contact Lens Forum,Industry,2001,Light,BEL,europe,211,Belgium,Brussels,ECLF,F,y,International Federations,2015,NA,NA,NA,NA,0,0
International Federation of Trade Unions of Transport Workers,Transportation; Employment,1921,Workers; Communications,BEL,europe,211,Belgium,Brussels,NA,H,d,Trade and Labour Unions,2014,2,2,0,"UNESCO, ILO, OECD",59,4
Art Moves Africa,Culture,2005,Operators; Exchanges; Funds; Arts; Culture,BEL,europe,211,Belgium,Brussels,AMA,F,f,"Funds, Funds",NA,1,1,0,NA,10,1
"International Textile, Garment and Leather Workers' Federation",Employment; Industry,1970,"Workers; Living Conditions; Clothing; Textiles, Cordage; Leather, Hides, Fur",BEL,europe,211,Belgium,Brussels,ITGLWF,H,d,Trade and Labour Unions,2011,10,10,0,"ILO, UNCTAD, UNIDO",108,5
European Platform for Migrant Workers' Rights,Migration; Rights; Law; Employment,2004,Migrants; Workers; Rights,BEL,europe,211,Belgium,Ronse,EPMWR,F,y,"International Federations, Human Rights Organizations",NA,NA,NA,NA,NA,9,1
International Council of Chemical Associations,Industry,1989,Chemicals,BEL,europe,211,Belgium,Brussels,ICCA,C,y,International Federations,NA,NA,NA,NA,"UNEP, OECD",49,7
European Green Party,Environment; Development,1984,Ecology; Political Parties; Environment; Integration,BEL,europe,211,Belgium,Brussels,EGP,F,y,"International Federations, Political Parties",NA,14,14,0,NA,35,2
CEC European Managers,Employment,1950,Management,BEL,europe,211,Belgium,Brussels,NA,D,y,"International Federations, Trade and Labour Unions",NA,3,3,0,ILO,15,1
Plantation Workers' International Federation,Agriculture; Employment,1957,Workers; Plantations,BEL,europe,211,Belgium,Brussels,NA,H,d,Trade and Labour Unions,1959,NA,NA,NA,NA,0,0
European Independent Business Confederation,Employment; Development,1980,Professions; Self Employed; Business Enterprises; Officials,BEL,europe,211,Belgium,Brussels,EIBC,H,d,Professional Bodies,1995,NA,NA,NA,NA,9,1
World Business Angels Association,Development; Finance,2007,Business Enterprises; Religious observance,BEL,europe,211,Belgium,Brussels,WBAA,C,y,International Federations,NA,NA,NA,NA,NA,16,4
Advocaten Zonder Grenzen,Rights; Law,1992,Law; Lawyers; Rights,BEL,europe,211,Belgium,Brussels,NA,F,v,Human Rights Organizations,NA,108.5,108.5,0,NA,19,4
"Coordinating European Council for the Development of Performance Tests for Transportation Fuels, Lubricants and Other Fluids",Transportation; Energy,1963,"Liquid State; Energy; Transportation; Paints, Varnishes; Inspection, Tests; Coordination; Development",BEL,europe,211,Belgium,Brussels,CEC,D,y,International Federations,NA,0,0,0,NA,0,0
Eurochild,Rights; Humanitarian; Health; Development,2004,Infants; Youth; Welfare; Promotion; Rights,BEL,europe,211,Belgium,Brussels,NA,F,y,"International Federations, Human Rights Organizations",NA,10,10,0,UNICEF,34,1
SOLIDAR,Development; Rights; Employment; Humanitarian,1948,Social; Workers; Aid; Justice; Humanitarian; Solidarity,BEL,europe,211,Belgium,Brussels,NA,F,y,"Humanitarian Organizations, International Federations",NA,10,10,0,"ILO, IOM",12,2
European Confederation of Independent Trade Unions,Employment; Rights,1990,Workers; Living Conditions,BEL,europe,211,Belgium,Brussels,CESI,D,y,"International Federations, Trade and Labour Unions",NA,8,8,0,"ILO, OECD",19,1
European Environmental Citizens' Organisation for Standardisation,Environment; Energy; Trade,2001,Climate; Resources; Energy; Standards; Citizenship; Environment; Sustainable Development,BEL,europe,211,Belgium,Brussels,ECOS,D,y,International Federations,NA,12,12,0,NA,21,1
Alliance for Chemical Sciences and Technologies in Europe,Science; Development; Environment; Technology,1995,Chemistry; Technology; Sustainable Development,BEL,europe,211,Belgium,Brussels,AllChemE,F,y,International Federations,NA,NA,NA,NA,NA,0,0
European Democrat Students,Culture; Education,1961,NA,BEL,europe,211,Belgium,Brussels,EDS,D,NA,Human Rights Organizations,NA,1,1,0,UNESCO,33,2
European Federation for Transport and Environment,Transportation; Environment; Migration,1989,Communications; Environment,BEL,europe,211,Belgium,Brussels,T and E,D,y,International Federations,NA,26,26,0,NA,26,1
International Council for Laboratory Animal Science,Science; Technology,1956,Biotechnology; Science,BEL,europe,211,Belgium,Brussels,ICLAS,B,y,International Federations,NA,NA,NA,NA,WHO,79,15
International Alliance of Catholic Development Agencies,Development; Humanitarian,1965,Catholicism; Development; International Relations,BEL,europe,211,Belgium,Brussels,CIDSE,F,y,International Federations,NA,15,15,0,"FAO, UNCTAD, ILO",0,0
European Chronic Disease Alliance,Health,2009,Pathology,BEL,europe,211,Belgium,Brussels,ECDA,D,y,International Federations,NA,NA,NA,NA,NA,0,0
European Council on Refugees and Exiles,Migration; Rights; Settlements,1974,Exiles; Refugees,BEL,europe,211,Belgium,Brussels,ECRE,F,y,International Federations,NA,14,14,0,IOM,37,1
European Network of Transmission System Operators for Electricity,Employment; Development; Energy,1999,Energy; Operators; Communications; Systems; Electricity,BEL,europe,211,Belgium,Brussels,ENTSO-E,D,y,International Federations,NA,100,100,0,NA,36,1
European Network of Agricultural Journalists,Agriculture; Communications,2011,Journalism; Agriculture,BEL,europe,211,Belgium,Brussels,ENAJ,F,y,International Federations,NA,0,0,0,NA,27,2
The Network: Towards Unity for Health,Health; Education; Science; Development,1979,Health; Health Workers; Unity,BEL,europe,211,Belgium,Ghent,The Network: TUFH,F,y,International Federations,NA,1,1,0,WHO,40,5
International Federation of Reproduction Rights Organizations,Rights; Population,1980,"Patents, Copyrights; Rights",BEL,europe,211,Belgium,Brussels,IFRRO,C,y,"International Federations, Human Rights Organizations",NA,4.5,4.5,0,UNESCO,73,6
World Confederation of Labour,Employment; Rights,1920,Work; Workers; Living Conditions; Rights; Purpose,BEL,europe,211,Belgium,Brussels,WCL,H,yd,"International Federations, Trade and Labour Unions, Human Rights Organizations",2006,35,35,0,"IOM, OECD, UNHCR, WHO",92,4
Platform for International Cooperation on Undocumented Migrants,Migration; Rights,2001,Migrants; Documentation; Rights; Cooperation,BEL,europe,211,Belgium,Brussels,PICUM,F,y,"International Federations, Human Rights Organizations",NA,8,8,0,NA,31,3
European Transport Safety Council,Transportation; Humanitarian,1993,Communications; Safety,BEL,europe,211,Belgium,Brussels,ETSC,D,y,International Federations,NA,8,8,0,NA,21,1
International Society of Nephrology,Science,1960,Pathology; Urogenital System,BEL,europe,211,Belgium,Brussels,ISN,B,y,International Federations,NA,NA,NA,NA,WHO,,10
Civil Society for the Renewal of European Democracy,Development; Rights; Law,2013,Society; Democracy; Sustainable Development,BEL,europe,211,Belgium,Brussels,Europe+,H,yd,International Federations,2017,NA,NA,NA,NA,14,1
European Health Management Association,Health,1966,Health; Management,BEL,europe,211,Belgium,Brussels,EHMA,D,y,International Federations,NA,5.5,5.5,0,WHO,0,0
Foundation for International Studies on Social Security,Science; Employment; Development,1987,Welfare; International Studies,BEL,europe,211,Belgium,Antwerp,FISS,F,f,Foundations,NA,3,3,0,NA,17,4
Nickel Institute,Science; Environment,1984,Metallic Elements and Alloys; Production; Research; Environment,BEL,europe,211,Belgium,Brussels,NA,F,j,Institutes,NA,36.3,36.3,0,NA,0,0
European Ship Suppliers Organization,Transportation; Maritime; Employment,1976,NA,BEL,europe,211,Belgium,Brussels,OCEAN,D,NA,International Federations,NA,NA,NA,NA,NA,19,1
European Network on Religion and Belief,Culture,2011,Religion; Faith,BEL,europe,211,Belgium,Brussels,ENORB,F,y,International Federations,NA,5,5,0,NA,0,0
TP Organics - European Technology Platform,Development; Agriculture; Technology,2008,"Organic Chemical Compounds; Ecology, Food, Farming; Technology; Sustainable Development",BEL,europe,211,Belgium,Brussels,TP Organics,F,y,International Federations,NA,NA,NA,NA,NA,17,1
Union for the Cultural and Professional Future in Europe,Education; Culture,1993,NA,BEL,europe,211,Belgium,Gembloux,NA,F,NA,Professional Bodies,NA,NA,NA,NA,NA,22,4
European Network for Community-Led Initiatives on Climate Change and Sustainability,Development; Environment,2014,Climate; Communities; Sustainable Development,BEL,europe,211,Belgium,Brussels,ECOLISE,F,y,International Federations,NA,NA,NA,NA,NA,20,3
Global Shippers' Alliance,Transportation; Maritime; Employment,2015,"Communications; Forwarders, Distributors; Trade",BEL,europe,211,Belgium,Brussels,GSA,C,y,International Federations,NA,NA,NA,NA,NA,0,0
CropLife International,Agriculture; Development; Science; Technology,1967,Crops; Technology; Agrosciences; Sustainable Development,BEL,europe,211,Belgium,Brussels,NA,C,y,International Federations,NA,20,20,0,"FAO, WHO, UNEP, ILO, WB, UNIDO, WHO, OECD, UNESCO",0,0
Learning for Well-being Foundation,Education; Development,2004,Living Conditions; Education,BEL,europe,211,Belgium,Brussels,L4WB,F,f,Foundations,NA,NA,NA,NA,UNRWA,0,0
International Institute of Administrative Sciences,Science,1930,Administration,BEL,europe,211,Belgium,Brussels,IIAS,B,jy,"International Federations, Institutes",NA,7,7,0,"ILO, OECD",93,13
European Network on Debt and Development,Development; Finance,1990,Credit; Development,BEL,europe,211,Belgium,Brussels,EURODAD,F,y,International Federations,NA,15,15,0,"UNCTAD, WB, IMF, OECD",20,1
World Federation of Agricultural Workers,Agriculture; Employment,1921,Workers; Agriculture,BEL,europe,211,Belgium,Brussels,WFAW-CMT,H,d,Trade and Labour Unions,1982,NA,NA,NA,NA,0,0
Association des facultes ou etablissements de lettres et sciences humaines des universites d'expression francaise,Education; Science,1988,NA,BEL,europe,211,Belgium,Liege,AFELSH,C,NA,Professional Bodies,NA,NA,NA,NA,NA,17,4
International Trade Union Confederation,Employment; Rights,2006,NA,BEL,europe,211,Belgium,Brussels,ITUC,A,y,"International Federations, Trade and Labour Unions, Human Rights Organizations",NA,70,70,0,"UNESCO, ILO, UNCTAD, FAO, UNIDO, UNEP, IOM, COMSEC, IMF, OECD, UNDP, UNHCR, WHO",164,5
Federation of European Trade Associations of Scientific Laboratory Suppliers,Science; Trade; Industry,1966,"Medicine; Professions; Instruments; Forwarders, Distributors; Trade; Purchasing, Supplying; Industry; Manufacture; Laboratories; Science",BEL,europe,211,Belgium,Brussels,NA,H,x,Professional Bodies,1999,NA,NA,NA,NA,9,1
European Partnership for Energy and the Environment,Environment; Development; Energy,2000,"Energy; Refrigeration, Heating, Ventilation; Environment",BEL,europe,211,Belgium,Brussels,EPEE,F,y,International Federations,NA,2,2,0,NA,9,2
World Movement of Christian Workers,Employment; Culture,1961,NA,BEL,europe,211,Belgium,Brussels,WMCW,C,NA,Trade and Labour Unions,NA,4,4,0,ILO,0,0
Victim Support Europe,Rights; Humanitarian,1989,NA,BEL,europe,211,Belgium,Brussels,VSE,D,NA,Human Rights Organizations,NA,5,5,0,NA,26,2
Consortium of Institutes of Higher Education in Health and Rehabilitation in Europe,Health; Education; Humanitarian; Development,1990,NA,BEL,europe,211,Belgium,Ghent,COHEHRE,F,NA,Professional Bodies,NA,1,1,0,NA,14,2
International Committee of Entertainment and Media Unions,Employment; Culture; Communications,1992,Workers; Media; Recreation,BEL,europe,211,Belgium,Brussels,ICEMU,H,yd,"International Federations, Trade and Labour Unions",2000,NA,NA,NA,NA,0,0
European Health Chamber,Health,2016,Chambers; Health,BEL,europe,211,Belgium,Brussels,NA,D,y,International Federations,NA,NA,NA,NA,NA,0,0
European Foundation of Drug Helplines,Humanitarian,1993,"Telephone, Telex, Telefax; Addiction, Drug Abuse; Pharmacy",BEL,europe,211,Belgium,Brussels,NA,F,f,Foundations,NA,NA,NA,NA,NA,17,1
International Federation of Risk and Insurance Management Associations,Finance,1984,Insurance; Hazards; Management,BEL,europe,211,Belgium,Antwerp,IFRIMA,C,y,International Federations,NA,1,1,0,NA,16,5
European Development Finance Institutions,Development; Finance,1994,Finance; Development; Sustainable Development,BEL,europe,211,Belgium,Brussels,EDFI,F,y,International Federations,NA,1,1,0,NA,13,1
European Alcohol and Health Forum,Health,2007,"Beverages; Addiction, Drug Abuse; Health",BEL,europe,211,Belgium,Brussels,EAHF,F,y,International Federations,NA,NA,NA,NA,NA,0,0
European Cancer Patient Coalition,Health,2003,Cancer; Care; Staff Associations,BEL,europe,211,Belgium,Brussels,ECPC,F,y,International Federations,NA,4.5,4.5,0,NA,68,7
European Financial Inclusion Network,Development; Finance,2009,Finance; Integration,BEL,europe,211,Belgium,Brussels,EFIN,F,y,International Federations,NA,1,1,0,NA,22,3
European Disability Forum,Rights,1996,Handicapped; Rights,BEL,europe,211,Belgium,Brussels,EDF,F,y,"International Federations, Human Rights Organizations",NA,9,9,0,ILO,74,8
European Platform for Chemicals Using Manufacturing Industries,Industry,2003,Chemicals; Industry; Manufacture,BEL,europe,211,Belgium,Brussels,CheMI,F,y,International Federations,NA,NA,NA,NA,NA,0,0
European Network of Science Centres and Museums,Science; Culture,1988,Science; Museums,BEL,europe,211,Belgium,Brussels,ECSITE,F,y,International Federations,NA,10,10,0,NA,32,1
International Asthma Council,Health,1991,Respiratory System; Care,BEL,europe,211,Belgium,Brussels,IAC,H,yd,International Federations,2001,1,1,0,WHO,49,5
European Plant Science Organization,Agriculture; Science,2000,Agriculture; Horticulture; Forestry; Agrosciences,BEL,europe,211,Belgium,Brussels,EPSO,D,y,International Federations,NA,3,3,0,NA,30,3
World Confederation of Teachers,Education; Employment,1963,Workers; Living Conditions; Education; Educators,BEL,europe,211,Belgium,Brussels,WCT,H,d,Trade and Labour Unions,2007,2,2,0,"ILO, WB, OECD, WHO, WTO",76,7
European Judicial Training Network,Education; Law,2000,Training; Judiciary,BEL,europe,211,Belgium,Brussels,EJTN,F,y,International Federations,NA,21,21,0,NA,0,0
European Network of Implementing Development Agencies,Development,2000,Development,BEL,europe,211,Belgium,Brussels,EUNIDA,F,y,International Federations,NA,1,1,0,NA,0,0
World Steel Association,Development,1967,NA,BEL,europe,211,Belgium,Brussels,worldsteel,C,NA,Institutes,NA,0,0,0,OECD,0,0
International Federation of Employees in Public Services,Employment; Public Sector,1930,Employers; Workers; Officials,BEL,europe,211,Belgium,Brussels,INFEDOP,C,y,"International Federations, Trade and Labour Unions",NA,4,4,0,NA,67,3
European Patient Safety Foundation,Health; Humanitarian,2013,Safety; Staff Association,BEL,europe,211,Belgium,Brussels,EUPSF,F,f,Foundations,NA,NA,NA,NA,NA,0,0
European People's Party,Culture; Rights,1976,People; Political Parties; Democracy; Ideologies,BEL,europe,211,Belgium,Brussels,EPP,F,y,"International Federations, Political Parties",NA,24,24,0,NA,43,4
European Sustainable Phosphorus Platform,Environment; Science,2013,Non-Metallic Chemical Elements; Sustainable Development,BEL,europe,211,Belgium,Brussels,ESPP,F,y,International Federations,NA,1,1,0,NA,11,1
European Kidney Health Alliance,Health,2007,Urogenital System; Health,BEL,europe,211,Belgium,Brussels,EKHA,F,y,International Federations,NA,NA,NA,NA,NA,3,1
AgroCare,Agriculture; Development; Environment,2008,Industry; Chemical Products; Protection; Agriculture; Crops,BEL,europe,211,Belgium,Borchtlombeek,NA,C,y,International Federations,NA,NA,NA,NA,NA,0,0
Federation cynologique internationale,Humanitarian,1911,NA,BEL,europe,211,Belgium,Thuin,FCI,C,NA,Clubs,NA,13,13,0,NA,0,0
Finance Watch,Finance; Law; Competition,2011,"Finance, Inspection, Tests",BEL,europe,211,Belgium,Brussels,NA,F,y,International Federations,NA,11,11,0,NA,17,2
SMEunited,Law; Development; Industry,1979,Business Enterprises; Trades and Crafts; Law; Policy,BEL,europe,211,Belgium,Brussels,NA,D,y,International Federations,NA,16,16,0,NA,36,3
Confederation of European Security Services,Humanitarian,1989,Services; Security,BEL,europe,211,Belgium,Wemmel,CoESS,D,y,International Federations,NA,2,2,0,NA,24,2
International Zinc Association,Industry,1990,Metallic Elements and Alloys,BEL,europe,211,Belgium,Brussels,IZA,C,y,International Federations,NA,20,20,0,NA,0,0
Association for the Sustainable Use and Recovery of Resources in Europe,Development; Environment,2000,Resources; Sustainable Development,BEL,europe,211,Belgium,Brussels,ASSURRE,H,yd,International Federations,2007,3,3,0,NA,0,0
